Unnamed: 0	Query	UserId	Len	isPopular	isContainsPromoLead	moduleId	groupId	docName	Snippet	DocNameSnippet	isEtalon	searchType	begDate	versionDate	position	id	anchor	score	MouseRelevant	MouseScore
10	аванс	21009769	1	False	False	16	74309	Как составить и зарегистрировать счет-фактуру на аванс	Если покупатель перечисляет аванс , продавец выставляет ему счет-фактуру на полученную сумму. После отгрузки продавец примет к вычету НДС с аванса , а покупатель восстановит НДС, принятый к вычету. Когда составлять счет-фактуру на аванс , как его заполнить и зарегистрировать продавцу и покупателю — в рекомендации.	Как составить и зарегистрировать счет-фактуру на аванс. Если покупатель перечисляет аванс , продавец выставляет ему счет-фактуру на полученную сумму. После отгрузки продавец примет к вычету НДС с аванса , а покупатель восстановит НДС, принятый к вычету. Когда составлять счет-фактуру на аванс , как его заполнить и зарегистрировать продавцу и покупателю — в рекомендации.	False	Unknown		0	2	74954		201.83142	Правда	0.9539812207221985
11	аванс	21009769	1	False	False	16	190003	Как учесть НДС с  авансов выданных	Покупатель вправе принять к вычету НДС, перечисленный продавцу, поставщику, исполнителю в составе аванса или частичной оплаты. Принять вычет можно, если соблюден ряд условий, и если покупатель не использует освобождение от уплаты НДС. Подробности — в рекомендации.	Как учесть НДС с  авансов выданных. Покупатель вправе принять к вычету НДС, перечисленный продавцу, поставщику, исполнителю в составе аванса или частичной оплаты. Принять вычет можно, если соблюден ряд условий, и если покупатель не использует освобождение от уплаты НДС. Подробности — в рекомендации.	False	Unknown		0	3	129836		184.79887	Ложь	0.7283007502555847
12	формы 6363у	20939270	2	False	False	16	58251568	Система Главбух: формы	В Системе Главбух более 8000 форм и образцов – деклараций, приказов, заявлений, договоров. Все они доступны во вкладке «Формы». Каждый документ вы можете скачать и заполнить на своем компьютере.	Система Главбух: формы. В Системе Главбух более 8000 форм и образцов – деклараций, приказов, заявлений, договоров. Все они доступны во вкладке «Формы». Каждый документ вы можете скачать и заполнить на своем компьютере.	False	Unknown		0	1	42249	bssPhr2	12.950998	Ложь	0.9129270315170288
13	формы 6363у	20939270	2	False	False	16	10972478	Частая ошибка: некорректное сочетание форм	Для каждого отчета утверждены свои обязательные состав и комплектность форм . Если чего-то в наборе не достает, отчет не проходит автопроверку. Посмотреть правильные сочетания форм можно в бесплатном сервисе на сайте ФНС . Выберите налог, документ, которым отчитываетесь, и период. В итоге получите нужную форму, шаблон, формат и состав отчета.	Частая ошибка: некорректное сочетание форм. Для каждого отчета утверждены свои обязательные состав и комплектность форм . Если чего-то в наборе не достает, отчет не проходит автопроверку. Посмотреть правильные сочетания форм можно в бесплатном сервисе на сайте ФНС . Выберите налог, документ, которым отчитываетесь, и период. В итоге получите нужную форму, шаблон, формат и состав отчета.	False	Unknown		0	2	71811	bssPhr6	12.320424	Ложь	0.9517703652381897
14	формы 6363у	20939270	2	False	False	16	396120	Как разработать форму бюджета движения денежных средств	Чтобы оперативно разработать список статей бюджета движения денежных средств, можно преобразовать форму бюджета доходов и расходов компании. Такой подход упростит работу сотрудникам финансовой службы и сделает более очевидным сравнительный анализ показателей доходов и расходов и движения денежных средств.	Как разработать форму бюджета движения денежных средств. Чтобы оперативно разработать список статей бюджета движения денежных средств, можно преобразовать форму бюджета доходов и расходов компании. Такой подход упростит работу сотрудникам финансовой службы и сделает более очевидным сравнительный анализ показателей доходов и расходов и движения денежных средств.	False	Unknown		0	3	65271	bssPhr3	12.181217	Ложь	0.8780227303504944
15	справочник 2024	3759014	2	False	False	16	96246318	Что меняется в работе бухгалтера в 2024  году	В справочнике – перечень изменений в работе бухгалтера с 2024  года. Чтобы вы ничего не пропустили, мы постоянно обновляем таблицу с поправками. Таблица поможет быстро разобраться в новых правилах и как их применять на практике.	Что меняется в работе бухгалтера в 2024  году. В справочнике – перечень изменений в работе бухгалтера с 2024  года. Чтобы вы ничего не пропустили, мы постоянно обновляем таблицу с поправками. Таблица поможет быстро разобраться в новых правилах и как их применять на практике.	False	Unknown		0	1	124151		61.29506	Правда	0.9626345038414001
16	справочник 2024	3759014	2	False	False	16	114155661	Ставки НДПИ по видам полезных ископаемых в  2024 году	В  справочнике  — ставки НДПИ на 2024 год. Коды полезных ископаемых прописаны в приложении 2 к Порядку заполнения декларации по НДПИ, который утвержден приказом ФНС от 20.09.2022 № ЕД-7-3/854. 	Ставки НДПИ по видам полезных ископаемых в  2024 году. В  справочнике  — ставки НДПИ на 2024 год. Коды полезных ископаемых прописаны в приложении 2 к Порядку заполнения декларации по НДПИ, который утвержден приказом ФНС от 20.09.2022 № ЕД-7-3/854. 	False	Unknown		0	2	142113		45.477634	Правда	0.9572821259498596
17	справочник 2024	3759014	2	False	False	16	114109388	Ставки водного налога в  2024 году	Ставки водного налога зависят от целей использования воды и от географического местонахождения источников воды. Налоговые ставки ежегодно индексируют. Справочник ниже поможет определить на 2024 год ставки по водному налогу с повышающими коэффициентами к базовым ставкам.	Ставки водного налога в  2024 году. Ставки водного налога зависят от целей использования воды и от географического местонахождения источников воды. Налоговые ставки ежегодно индексируют. Справочник ниже поможет определить на 2024 год ставки по водному налогу с повышающими коэффициентами к базовым ставкам.	False	Unknown		0	3	142078		37.12858	Ложь	0.9278398752212524
18	робота енс	20995029	2	False	False	16	98842211	Как применять ЕНС	Единый налоговый счет ИФНС открывает сама. На нем учитывают поступления денег от налогоплательщика и совокупную обязанность по налогам и взносам на основе деклараций и расчетов. В рекомендации – как пополнить ЕНС , схема работы и правила возврата переплаты.	Как применять ЕНС. Единый налоговый счет ИФНС открывает сама. На нем учитывают поступления денег от налогоплательщика и совокупную обязанность по налогам и взносам на основе деклараций и расчетов. В рекомендации – как пополнить ЕНС , схема работы и правила возврата переплаты.	False	Unknown		0	1	126808	bssPhr5	31.240414	Правда	0.90933758020401
19	робота енс	20995029	2	False	False	16	113628378	Работа с ЕНС : как настроить процессы во всей бухгалтерии	В рекомендации — как пополнить ЕНС , как инспекция формирует сальдо ЕНС, схема работы с единым налоговым счетом и правила возврата переплаты.	Работа с ЕНС : как настроить процессы во всей бухгалтерии. В рекомендации — как пополнить ЕНС , как инспекция формирует сальдо ЕНС, схема работы с единым налоговым счетом и правила возврата переплаты.	False	Unknown		0	2	141787	bssPhr19	25.449986	Правда	0.9302229285240173
20	робота енс	20995029	2	False	False	16	74512	Как провести сверку ЕНП и ЕНС	Во всех перечисленных случаях начиная со срока уплаты налогов и взносов до даты проведения начисления или внесения денег на ЕНС вам начислят пени. Сумма пеней учитывается в совокупной обязанности со дня учета на едином налоговом счете недоимки, в отношении которой рассчитана данная сумма (до дня ее погашения в порядке очередности).	Как провести сверку ЕНП и ЕНС. Во всех перечисленных случаях начиная со срока уплаты налогов и взносов до даты проведения начисления или внесения денег на ЕНС вам начислят пени. Сумма пеней учитывается в совокупной обязанности со дня учета на едином налоговом счете недоимки, в отношении которой рассчитана данная сумма (до дня ее погашения в порядке очередности).	False	Unknown		0	3	140041	bssPhr163	25.441528	Ложь	0.8622868657112122
21	работа сенс	760945	2	False	False	12	111373443	Как наказать сотрудника, который не  выполняет должностные обязанности	отказ сотрудника без уважительных причин от выполнения трудовых обязанностей в связи с изменением норм труда (ст. 162 ТК);	Как наказать сотрудника, который не  выполняет должностные обязанности. отказ сотрудника без уважительных причин от выполнения трудовых обязанностей в связи с изменением норм труда (ст. 162 ТК);	False	Unknown		0	1	481016	bssPhr54	26.36223	Ложь	0.9149200320243835
22	работа сенс	760945	2	False	False	16	2858718	Особенности трудовой деятельности иностранных граждан в России	Разрешение на работу высококвалифицированные специалисты могут получить для трудовой деятельности как в одном субъекте РФ, так и в нескольких ( п. 12 ст. 13.2 Закона от 25.07.2002 № 115-ФЗ ).	Особенности трудовой деятельности иностранных граждан в России. Разрешение на работу высококвалифицированные специалисты могут получить для трудовой деятельности как в одном субъекте РФ, так и в нескольких ( п. 12 ст. 13.2 Закона от 25.07.2002 № 115-ФЗ ).	False	Unknown		0	2	98852	bssPhr89	20.269989	Ложь	0.9040879607200623
23	работа сенс	760945	2	False	False	16	434886	Особенности трудовой деятельности иностранных граждан в России	Не вправе осуществлять трудовую деятельность вне пределов субъекта РФ, на территории которого ему выдано разрешение на работу ( п. 4.2 ст. 13 Закона от 25 июля 2002 г. № 115-ФЗ ). За исключением случаев, установленных Правительством РФ ( ч. 1 п. 6 ст. 13 Закона от 25 июля 2002 г. № 115-ФЗ , п. 1 приложения к приказу Минздравсоцразвития России от 28 июля 2010 г. № 564н )	Особенности трудовой деятельности иностранных граждан в России. Не вправе осуществлять трудовую деятельность вне пределов субъекта РФ, на территории которого ему выдано разрешение на работу ( п. 4.2 ст. 13 Закона от 25 июля 2002 г. № 115-ФЗ ). За исключением случаев, установленных Правительством РФ ( ч. 1 п. 6 ст. 13 Закона от 25 июля 2002 г. № 115-ФЗ , п. 1 приложения к приказу Минздравсоцразвития России от 28 июля 2010 г. № 564н )	False	Unknown		0	3	90365	bssPhr30	18.89702	Ложь	0.8878907561302185
24	повышение квалификации	17537120	2	False	False	86	78408041	Служебные записки о повышении   квалификации	Когда понадобится документ . Когда нужно обосновать руководству необходимость направить сотрудника на семинар или дополнительное обучение.	Служебные записки о повышении   квалификации. Когда понадобится документ . Когда нужно обосновать руководству необходимость направить сотрудника на семинар или дополнительное обучение.	False	Unknown		0	1	296189		121.06983	Правда	0.9629324078559875
25	повышение квалификации	17537120	2	False	False	86	64647071	Как отражать в СЗВ-СТАЖ обучение и повышение квалификации с отрывом от производства или без за периоды до 2023 года	Повышение квалификации с отрывом от производства выделяйте отдельно. В графах 6 и 7 поставьте даты такой учебы отдельной строкой в пределах отчетного периода. В графе 11 раздела 3 СЗВ-СТАЖ проставьте код КВАЛИФ. Так предусмотрено пунктами 2.3.22.3.3 Порядка и Классификатором (утв. постановлением Правления ПФР от 06.12.2018 № 507п ).	Как отражать в СЗВ-СТАЖ обучение и повышение квалификации с отрывом от производства или без за периоды до 2023 года. Повышение квалификации с отрывом от производства выделяйте отдельно. В графах 6 и 7 поставьте даты такой учебы отдельной строкой в пределах отчетного периода. В графе 11 раздела 3 СЗВ-СТАЖ проставьте код КВАЛИФ. Так предусмотрено пунктами 2.3.22.3.3 Порядка и Классификатором (утв. постановлением Правления ПФР от 06.12.2018 № 507п ).	False	Unknown		0	2	523855		117.11397	Правда	0.9639472365379333
26	повышение квалификации	17537120	2	False	False	86	1627317	Как заполнить раздел « Повышение квалификации » личной карточки сотрудника	Заполняйте этот раздел, если во время работы в вашей организации сотрудник прошел обучение и повысил свою квалификации . Чтобы заполнить раздел Повышение квалификации, укажите сведения о повышении квалификации сотрудника по удостоверению о повышении квалификации. Удостоверение о повышении квалификации сотруднику выдадут после успешного прохождения итоговой аттестации. Такие правила предусмотрены частями 2 , 15 статьи 76 Федерального закона от 29.12.2012 № 273-ФЗ , пунктами 12 , 19 Порядка, утвержденного приказом Минобрнауки от 01.07.2013 № 499 .	Как заполнить раздел « Повышение квалификации » личной карточки сотрудника. Заполняйте этот раздел, если во время работы в вашей организации сотрудник прошел обучение и повысил свою квалификации . Чтобы заполнить раздел Повышение квалификации, укажите сведения о повышении квалификации сотрудника по удостоверению о повышении квалификации. Удостоверение о повышении квалификации сотруднику выдадут после успешного прохождения итоговой аттестации. Такие правила предусмотрены частями 2 , 15 статьи 76 Федерального закона от 29.12.2012 № 273-ФЗ , пунктами 12 , 19 Порядка, утвержденного приказом Минобрнауки от 01.07.2013 № 499 .	False	Unknown		0	3	449056		115.78814	Правда	0.9524239301681519
27	отпуск 2024	16779850	2	False	False	86	101295883	Когда и как утвердить график отпусков на 2024  год	Все работодатели, за исключением отдельных микропредприятий , должны утвердить график отпусков на 2024 год. Срок не позднее чем за две недели до наступления 2024 года. Этот срок выпадает на 17 декабря 2023 года (воскресенье), поэтому безопаснее утвердить график не позднее 15 декабря 2023 года (пятница). Минтруд допускает перенос срока, выпадающего на выходные дни, поэтому можно утвердить график 18 декабря ( ст. 123 ТК , письмо Минтруда от 08.12.2017 № 14-2/ООГ-9399 ).	Когда и как утвердить график отпусков на 2024  год. Все работодатели, за исключением отдельных микропредприятий , должны утвердить график отпусков на 2024 год. Срок не позднее чем за две недели до наступления 2024 года. Этот срок выпадает на 17 декабря 2023 года (воскресенье), поэтому безопаснее утвердить график не позднее 15 декабря 2023 года (пятница). Минтруд допускает перенос срока, выпадающего на выходные дни, поэтому можно утвердить график 18 декабря ( ст. 123 ТК , письмо Минтруда от 08.12.2017 № 14-2/ООГ-9399 ).	False	Unknown		0	1	651428		150.28792	Правда	0.9607241153717041
28	отпуск 2024	16779850	2	False	False	16	88792869	Умный график отпусков – 2024	Таблица позволит спланировать отпуска сотрудников с учетом праздничных дней и увидеть, кого нужно предупредить о начале отпуска в ближайшее время. Вы также сможете проконтролировать, у кого из сотрудников пересекаются отпуска, и автоматически перенести все данные в унифицированную форму.	Умный график отпусков – 2024. Таблица позволит спланировать отпуска сотрудников с учетом праздничных дней и увидеть, кого нужно предупредить о начале отпуска в ближайшее время. Вы также сможете проконтролировать, у кого из сотрудников пересекаются отпуска, и автоматически перенести все данные в унифицированную форму.	False	Unknown		0	2	129271		148.42587	Ложь	0.9433297514915466
29	отпуск 2024	16779850	2	False	False	86	72221577	Когда выгодно брать ежегодный отпуск	Когда максимально выгодно взять отпуск в 2024 году	Когда выгодно брать ежегодный отпуск. Когда максимально выгодно взять отпуск в 2024 году	False	Unknown		0	3	575487	bssPhr13	112.33498	Правда	0.9733167290687561
30	новости ноября	1569109	2	False	False	16	114107710	Главное в ноябре	В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	Главное в ноябре. В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	False	Unknown		0	1	142074		53.94318	Правда	0.9765351414680481
31	новости ноября	1569109	2	False	False	184	114504878	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года 	Главные изменения	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года . Главные изменения	False	Unknown		0	2	71365		34.269974	Ложь	0.9283290505409241
32	новости ноября	1569109	2	False	False	86	114504721	Праздничный день с 12 июня хотят перенести на 7 ноября	Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	Праздничный день с 12 июня хотят перенести на 7 ноября. Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	False	Unknown		0	3	661267	bssPhr133	33.964405	Ложь	0.8996796607971191
33	НОВОСТИ НОЯБРЯ	3112922	2	False	False	16	114107710	Главное в ноябре	В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	Главное в ноябре. В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	False	Unknown		0	1	142074		54.113144	Правда	0.9767405390739441
34	НОВОСТИ НОЯБРЯ	3112922	2	False	False	184	114504878	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года 	Главные изменения	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года . Главные изменения	False	Unknown		0	2	71365		34.269974	Правда	0.9314353466033936
35	НОВОСТИ НОЯБРЯ	3112922	2	False	False	86	114504721	Праздничный день с 12 июня хотят перенести на 7 ноября	Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	Праздничный день с 12 июня хотят перенести на 7 ноября. Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	False	Unknown		0	3	661267	bssPhr133	34.076866	Ложь	0.9128484725952148
36	новости ноября	4257859	2	False	False	16	114107710	Главное в ноябре	В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	Главное в ноябре. В обзоре – изменения, которые важно учесть в ноябре . Это новые рекомендации, методички, образцы и самые важные новости , которые повлияют на работу бухгалтера. Информацию мы постоянно обновляем .	False	Unknown		0	1	142074		53.94318	Правда	0.9765351414680481
37	новости ноября	4257859	2	False	False	184	114504878	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года 	Главные изменения	Новости для бухгалтера за неделю с 6 по 12  ноября 2023 года . Главные изменения	False	Unknown		0	2	71365		34.269974	Ложь	0.9283290505409241
38	новости ноября	4257859	2	False	False	86	114504721	Праздничный день с 12 июня хотят перенести на 7 ноября	Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	Праздничный день с 12 июня хотят перенести на 7 ноября. Предлагают отменить праздничный нерабочий день 12 июня День России и ввести новый государственный праздник 7 ноября День Октябрьской Социалистической революции. Такой законопроект внесли в Госдуму.	False	Unknown		0	3	661267	bssPhr133	33.964405	Ложь	0.8996796607971191
39	ндфл пример	8588099	2	False	False	86	47773309	С каких доходов самозанятый платит НДФЛ	Например , оплата в интересах самозанятого товаров работ, услуг или имущественных прав это доходы в натуральной форме. Такие доходы облагаются НДФЛ ( подп. 1 п. 2 ст. 211 НК , письмо Минфина от 06.10.2022 № 03-04-06/96694 ). В частности, оплата коммунальных услуг, питания, отдыха, обучения.	С каких доходов самозанятый платит НДФЛ. Например , оплата в интересах самозанятого товаров работ, услуг или имущественных прав это доходы в натуральной форме. Такие доходы облагаются НДФЛ ( подп. 1 п. 2 ст. 211 НК , письмо Минфина от 06.10.2022 № 03-04-06/96694 ). В частности, оплата коммунальных услуг, питания, отдыха, обучения.	False	Unknown		0	1	547930	bssPhr305	69.348366	Правда	0.9282180070877075
40	ндфл пример	8588099	2	False	False	86	93275767	Какой штраф за неудержание НДФЛ	Налогового агента оштрафуют только в том случае, если у него была возможность удержать НДФЛ из доходов физлица . Например , если организация выплачивала физлицу только доходы в натуральной форме, удержать НДФЛ она не может. Оштрафовать организацию за неудержанный НДФЛ инспекторы не могут ( п. 4 ст. 226 НК , п. 21 постановления Пленума ВАС от 30.07.2013 № 57 ).	Какой штраф за неудержание НДФЛ. Налогового агента оштрафуют только в том случае, если у него была возможность удержать НДФЛ из доходов физлица . Например , если организация выплачивала физлицу только доходы в натуральной форме, удержать НДФЛ она не может. Оштрафовать организацию за неудержанный НДФЛ инспекторы не могут ( п. 4 ст. 226 НК , п. 21 постановления Пленума ВАС от 30.07.2013 № 57 ).	False	Unknown		0	2	551888	bssPhr45	69.26313	Ложь	0.9160239100456238
41	ндфл пример	8588099	2	False	False	86	1506860	Как разработать форму и заполнить налоговый регистр по НДФЛ –  пример , образец	Типового образца налогового регистра для расчета НДФЛ нет. Поэтому разработайте эту форму самостоятельно. За основу можно взять старую форму 1-НДФЛ . Какие сведение включить в регистр в отдельном разделе . Пример с образцом заполненного регистра смотрите ниже.	Как разработать форму и заполнить налоговый регистр по НДФЛ –  пример , образец. Типового образца налогового регистра для расчета НДФЛ нет. Поэтому разработайте эту форму самостоятельно. За основу можно взять старую форму 1-НДФЛ . Какие сведение включить в регистр в отдельном разделе . Пример с образцом заполненного регистра смотрите ниже.	False	Unknown		0	3	556847		66.31478	Правда	0.9672147631645203
42	ндфл 2024	5725259	2	False	False	86	108250610	Увеличили социальные вычеты по НДФЛ с 2024 года	Максимальный размер социального налогового вычета по расходам на обучение ребенка увеличили с 50 000 до 110 000 руб. Предельный размер социального налогового вычета по расходам на собственное обучение, лечение и покупку лекарств повысили с 120 000 до 150 000 руб. Соответствующие поправки внесли в статью 219 НК . Изменения вступят в силу с 1 января 2024 года.	Увеличили социальные вычеты по НДФЛ с 2024 года. Максимальный размер социального налогового вычета по расходам на обучение ребенка увеличили с 50 000 до 110 000 руб. Предельный размер социального налогового вычета по расходам на собственное обучение, лечение и покупку лекарств повысили с 120 000 до 150 000 руб. Соответствующие поправки внесли в статью 219 НК . Изменения вступят в силу с 1 января 2024 года.	False	Unknown		0	1	602104		139.90216	Ложь	0.8964987397193909
43	ндфл 2024	5725259	2	False	False	86	112153538	Упростили получение социальных вычетов по НДФЛ с 2024 года	С 1 января 2024 года социальные налоговые вычеты по НДФЛ можно получить в упрощенном порядке без сбора подтверждающих документов, заполнения и представления налоговой декларации. Изменения внесли в статьи 219 и 221.1 НК. Новые нормы применяют к расходам, которые возникли с 1 января 2024 года.	Упростили получение социальных вычетов по НДФЛ с 2024 года. С 1 января 2024 года социальные налоговые вычеты по НДФЛ можно получить в упрощенном порядке без сбора подтверждающих документов, заполнения и представления налоговой декларации. Изменения внесли в статьи 219 и 221.1 НК. Новые нормы применяют к расходам, которые возникли с 1 января 2024 года.	False	Unknown		0	2	637924		111.53306	Правда	0.9684011936187744
